,st_case,fatals,persons,state,ve_total,doa,age,mod_year,mdrmanav,mdrdstrd,target,drunk_dr_0.0,drunk_dr_1.0,weather_blowingSand,weather_blowingSnow,weather_clear,weather_couldy,weather_crosswinds,weather_drizzle,weather_fog,weather_other,weather_rain,weather_sleet,weather_snow,weather_unknown,weather_unreported,month_1.0,month_2.0,month_3.0,month_4.0,month_5.0,month_6.0,month_7.0,month_8.0,month_9.0,month_10.0,month_11.0,month_12.0,day_week_name_1_SAT,day_week_name_2_SUN,day_week_name_3_MON,day_week_name_4_TUE,day_week_name_5_WED,day_week_name_6_THU,day_week_name_7_FRI
10076,160011.0,2.0,2.0,12,1.0,14.0,5,6.0,0,12,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10077,160012.0,1.0,1.0,12,1.0,7.0,3,6.0,0,12,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10078,160013.0,1.0,3.0,12,2.0,7.0,3,5.0,0,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10079,160014.0,1.0,2.0,12,2.0,7.0,2,6.0,0,12,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10080,160015.0,1.0,1.0,12,1.0,0.0,5,6.0,0,12,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10081,160016.0,1.0,1.0,12,1.0,0.0,5,6.0,0,12,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10082,160017.0,1.0,2.0,12,1.0,7.0,2,5.0,0,12,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10083,160018.0,1.0,1.0,12,1.0,7.0,6,4.0,0,12,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10084,160019.0,1.0,2.0,12,1.0,7.0,5,6.0,0,12,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10085,160020.0,2.0,4.0,12,2.0,14.0,6,6.0,0,12,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10086,160021.0,1.0,1.0,12,1.0,0.0,1,6.0,0,12,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10087,160022.0,1.0,2.0,12,2.0,7.0,6,1.0,0,12,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10088,160023.0,1.0,4.0,12,2.0,0.0,2,4.0,0,12,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10089,160024.0,1.0,4.0,12,2.0,7.0,3,3.0,0,12,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10090,160025.0,2.0,3.0,12,2.0,14.0,2,6.0,0,12,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10091,160026.0,1.0,2.0,12,2.0,0.0,6,6.0,2,12,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10092,160027.0,1.0,1.0,12,1.0,8.0,5,0.0,0,12,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10093,160028.0,2.0,5.0,12,2.0,14.0,2,4.0,0,12,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10094,160029.0,1.0,2.0,12,2.0,0.0,7,5.0,0,8,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10095,160030.0,1.0,5.0,12,1.0,7.0,0,4.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10096,160031.0,1.0,2.0,12,2.0,7.0,6,6.0,0,8,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10097,160032.0,1.0,1.0,12,1.0,7.0,6,0.0,0,12,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10098,160033.0,1.0,2.0,12,2.0,0.0,1,6.0,2,12,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10099,160034.0,1.0,2.0,12,1.0,7.0,4,6.0,0,12,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10100,160035.0,2.0,2.0,12,1.0,14.0,6,6.0,0,8,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10101,160036.0,1.0,1.0,12,1.0,0.0,8,5.0,0,12,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10102,160037.0,1.0,4.0,12,2.0,7.0,5,5.0,2,12,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10103,160038.0,1.0,4.0,12,2.0,0.0,2,5.0,0,12,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10104,160039.0,1.0,1.0,12,1.0,0.0,1,4.0,0,12,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10105,160040.0,1.0,1.0,12,1.0,0.0,2,4.0,0,12,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10106,160041.0,1.0,3.0,12,2.0,0.0,5,5.0,0,12,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10107,160042.0,1.0,2.0,12,1.0,7.0,5,6.0,0,12,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10108,160043.0,1.0,1.0,12,1.0,7.0,7,5.0,0,12,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10109,160044.0,2.0,4.0,12,1.0,14.0,1,5.0,0,12,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10110,160045.0,1.0,2.0,12,2.0,7.0,6,4.0,0,12,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10111,160046.0,1.0,1.0,12,1.0,7.0,2,5.0,0,12,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10112,160047.0,1.0,5.0,12,2.0,0.0,7,6.0,0,12,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10113,160048.0,1.0,1.0,12,1.0,7.0,3,6.0,0,12,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10114,160049.0,1.0,1.0,12,1.0,7.0,6,0.0,0,12,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10115,160050.0,1.0,4.0,12,1.0,7.0,4,6.0,0,8,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10116,160051.0,1.0,2.0,12,2.0,7.0,5,6.0,0,12,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10117,160052.0,1.0,3.0,12,2.0,7.0,2,6.0,0,12,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10118,160053.0,1.0,1.0,12,1.0,0.0,5,5.0,5,12,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10119,160054.0,1.0,2.0,12,1.0,7.0,6,6.0,1,12,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10120,160055.0,1.0,4.0,12,3.0,0.0,5,6.0,0,8,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10121,160056.0,1.0,5.0,12,3.0,7.0,2,6.0,0,8,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
10122,160057.0,1.0,2.0,12,1.0,7.0,3,6.0,0,12,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
10123,160058.0,1.0,3.0,12,2.0,0.0,6,6.0,0,12,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
10124,160059.0,1.0,1.0,12,1.0,0.0,7,6.0,0,12,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
10125,160060.0,1.0,2.0,12,1.0,7.0,6,6.0,0,12,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
10126,160061.0,1.0,2.0,12,1.0,7.0,4,3.0,0,12,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
10127,160062.0,1.0,2.0,12,1.0,7.0,3,6.0,0,12,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
10128,160063.0,1.0,1.0,12,1.0,7.0,3,0.0,0,13,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
10130,160065.0,1.0,1.0,12,1.0,0.0,6,6.0,0,12,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
10131,160066.0,1.0,1.0,12,1.0,7.0,6,0.0,0,12,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
10132,160067.0,1.0,1.0,12,1.0,7.0,6,6.0,4,12,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
10133,160069.0,1.0,1.0,12,1.0,8.0,6,6.0,4,12,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
10134,160070.0,1.0,3.0,12,1.0,0.0,3,5.0,0,19,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
10135,160071.0,1.0,1.0,12,1.0,7.0,6,6.0,0,20,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
10136,160072.0,1.0,2.0,12,2.0,0.0,6,6.0,0,12,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
10137,160073.0,1.0,6.0,12,1.0,7.0,4,3.0,0,13,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
10138,160074.0,2.0,2.0,12,1.0,0.0,7,2.0,0,12,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
10139,160075.0,1.0,1.0,12,1.0,7.0,6,6.0,4,12,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
10140,160076.0,1.0,1.0,12,1.0,7.0,7,6.0,4,12,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
10141,160077.0,1.0,3.0,12,2.0,0.0,4,6.0,2,12,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
10142,160078.0,1.0,1.0,12,1.0,7.0,6,6.0,6,12,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
10143,160079.0,1.0,3.0,12,2.0,7.0,5,6.0,4,12,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
10144,160080.0,1.0,1.0,12,1.0,7.0,6,5.0,4,12,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
10145,160081.0,1.0,3.0,12,1.0,7.0,2,0.0,4,12,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
10146,160082.0,1.0,1.0,12,1.0,0.0,8,6.0,4,12,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
10147,160083.0,1.0,2.0,12,2.0,7.0,5,6.0,4,12,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
10148,160084.0,1.0,1.0,12,1.0,7.0,4,4.0,0,12,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
10149,160085.0,1.0,1.0,12,1.0,0.0,6,6.0,4,12,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
10150,160086.0,1.0,1.0,12,1.0,7.0,6,1.0,0,12,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
10151,160087.0,1.0,3.0,12,1.0,7.0,2,6.0,4,12,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
10152,160088.0,1.0,2.0,12,1.0,7.0,2,0.0,0,12,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
10153,160089.0,1.0,2.0,12,2.0,0.0,6,5.0,0,13,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
10154,160090.0,1.0,1.0,12,1.0,0.0,5,4.0,4,8,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
10155,160091.0,2.0,4.0,12,1.0,14.0,6,6.0,4,12,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
10157,160093.0,1.0,4.0,12,2.0,0.0,6,5.0,4,12,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
10158,160094.0,1.0,1.0,12,1.0,0.0,6,6.0,4,12,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
10159,160095.0,1.0,1.0,12,1.0,7.0,7,5.0,4,12,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
10160,160096.0,1.0,1.0,12,1.0,7.0,4,2.0,4,12,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
10161,160097.0,1.0,1.0,12,1.0,7.0,2,6.0,4,12,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
10162,160098.0,1.0,1.0,12,1.0,0.0,5,5.0,0,12,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
10163,160099.0,1.0,5.0,12,1.0,7.0,1,6.0,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
10164,160100.0,1.0,3.0,12,2.0,7.0,3,6.0,2,12,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
10165,160101.0,1.0,4.0,12,1.0,7.0,2,5.0,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
10166,160102.0,1.0,1.0,12,1.0,0.0,3,6.0,4,12,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
10167,160103.0,1.0,5.0,12,2.0,7.0,6,6.0,4,13,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
10168,160104.0,1.0,1.0,12,1.0,7.0,7,6.0,0,8,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
10169,160105.0,1.0,1.0,12,1.0,7.0,6,6.0,0,12,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
10170,160106.0,1.0,2.0,12,2.0,7.0,6,5.0,4,12,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
10171,160107.0,1.0,1.0,12,1.0,0.0,0,6.0,4,12,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
10172,160108.0,2.0,4.0,12,2.0,14.0,4,6.0,2,12,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
10173,160109.0,1.0,1.0,12,1.0,7.0,3,5.0,4,12,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
10174,160110.0,1.0,1.0,12,1.0,7.0,6,6.0,4,12,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
10175,160111.0,1.0,2.0,12,1.0,7.0,3,5.0,0,12,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
10176,160112.0,1.0,2.0,12,2.0,7.0,6,6.0,4,13,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
10177,160113.0,1.0,6.0,12,1.0,7.0,2,6.0,0,12,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
10178,160114.0,3.0,4.0,12,1.0,7.0,3,6.0,0,12,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
10179,160115.0,1.0,6.0,12,2.0,7.0,1,6.0,0,12,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
10180,160116.0,1.0,1.0,12,1.0,7.0,3,4.0,0,12,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
10181,160117.0,1.0,4.0,12,2.0,7.0,1,5.0,2,13,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
10182,160118.0,1.0,5.0,12,1.0,7.0,4,6.0,0,12,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
10183,160119.0,1.0,2.0,12,1.0,7.0,7,6.0,4,12,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
10184,160120.0,1.0,2.0,12,2.0,7.0,6,6.0,4,8,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
10185,160121.0,1.0,1.0,12,1.0,0.0,7,6.0,0,12,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
10186,160122.0,1.0,1.0,12,1.0,7.0,6,6.0,4,12,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
10187,160123.0,1.0,1.0,12,1.0,8.0,8,6.0,0,12,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
10188,160124.0,1.0,4.0,12,2.0,0.0,2,6.0,0,12,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
10189,160125.0,2.0,11.0,12,3.0,0.0,3,6.0,4,13,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
10191,160127.0,1.0,4.0,12,2.0,0.0,3,6.0,0,14,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
10192,160128.0,3.0,4.0,12,2.0,21.0,1,5.0,4,8,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
10193,160129.0,1.0,3.0,12,2.0,0.0,6,6.0,4,8,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
10194,160130.0,1.0,5.0,12,2.0,7.0,2,5.0,4,13,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
10195,160131.0,1.0,1.0,12,1.0,7.0,4,6.0,0,12,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
10196,160132.0,1.0,3.0,12,2.0,7.0,6,6.0,4,13,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
10197,160133.0,1.0,4.0,12,3.0,7.0,4,6.0,4,13,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
10198,160134.0,1.0,2.0,12,1.0,7.0,5,6.0,4,12,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
10199,160135.0,1.0,1.0,12,1.0,7.0,5,6.0,9,8,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
10200,160136.0,1.0,3.0,12,2.0,0.0,6,6.0,4,13,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
10201,160137.0,1.0,2.0,12,1.0,7.0,5,1.0,0,12,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
10202,160138.0,1.0,1.0,12,1.0,0.0,7,6.0,4,12,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
10203,160139.0,1.0,2.0,12,1.0,0.0,6,6.0,4,12,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
10204,160140.0,1.0,1.0,12,1.0,7.0,6,6.0,4,8,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
10205,160141.0,1.0,2.0,12,2.0,7.0,6,6.0,4,12,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
10206,160142.0,1.0,1.0,12,1.0,7.0,6,6.0,4,12,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
10207,160143.0,1.0,2.0,12,1.0,7.0,2,6.0,4,12,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
